sentid	comparison	pairid	contextid	lemma	condition	sentence	ROI
765	expected	383	383	be	in-a-sentential-complement	the banker knew the managers are old	6
766	unexpected	383	383	be	in-a-sentential-complement	the banker knew the managers is old	6
767	expected	384	384	be	in-a-sentential-complement	the banker knew the managers are young	6
768	unexpected	384	384	be	in-a-sentential-complement	the banker knew the managers is young	6
769	expected	385	385	be	in-a-sentential-complement	the banker knew the managers are short	6
770	unexpected	385	385	be	in-a-sentential-complement	the banker knew the managers is short	6
771	expected	386	386	laugh	in-a-sentential-complement	the banker knew the customers laugh	6
772	unexpected	386	386	laugh	in-a-sentential-complement	the banker knew the customers laughs	6
773	expected	387	387	swim	in-a-sentential-complement	the banker knew the customers swim	6
774	unexpected	387	387	swim	in-a-sentential-complement	the banker knew the customers swims	6
775	expected	388	388	smile	in-a-sentential-complement	the banker knew the customers smile	6
776	unexpected	388	388	smile	in-a-sentential-complement	the banker knew the customers smiles	6
777	expected	389	389	be	in-a-sentential-complement	the banker knew the customers are tall	6
778	unexpected	389	389	be	in-a-sentential-complement	the banker knew the customers is tall	6
779	expected	390	390	be	in-a-sentential-complement	the banker knew the customers are old	6
780	unexpected	390	390	be	in-a-sentential-complement	the banker knew the customers is old	6
781	expected	391	391	be	in-a-sentential-complement	the banker knew the customers are young	6
782	unexpected	391	391	be	in-a-sentential-complement	the banker knew the customers is young	6
783	expected	392	392	be	in-a-sentential-complement	the banker knew the customers are short	6
784	unexpected	392	392	be	in-a-sentential-complement	the banker knew the customers is short	6
785	expected	393	393	laugh	in-a-sentential-complement	the banker knew the officers laugh	6
786	unexpected	393	393	laugh	in-a-sentential-complement	the banker knew the officers laughs	6
787	expected	394	394	swim	in-a-sentential-complement	the banker knew the officers swim	6
788	unexpected	394	394	swim	in-a-sentential-complement	the banker knew the officers swims	6
789	expected	395	395	smile	in-a-sentential-complement	the banker knew the officers smile	6
790	unexpected	395	395	smile	in-a-sentential-complement	the banker knew the officers smiles	6
791	expected	396	396	be	in-a-sentential-complement	the banker knew the officers are tall	6
792	unexpected	396	396	be	in-a-sentential-complement	the banker knew the officers is tall	6
793	expected	397	397	be	in-a-sentential-complement	the banker knew the officers are old	6
794	unexpected	397	397	be	in-a-sentential-complement	the banker knew the officers is old	6
795	expected	398	398	be	in-a-sentential-complement	the banker knew the officers are young	6
796	unexpected	398	398	be	in-a-sentential-complement	the banker knew the officers is young	6
797	expected	399	399	be	in-a-sentential-complement	the banker knew the officers are short	6
798	unexpected	399	399	be	in-a-sentential-complement	the banker knew the officers is short	6
799	expected	400	400	laugh	in-a-sentential-complement	the banker knew the teachers laugh	6
800	unexpected	400	400	laugh	in-a-sentential-complement	the banker knew the teachers laughs	6
801	expected	401	401	swim	in-a-sentential-complement	the banker knew the teachers swim	6
802	unexpected	401	401	swim	in-a-sentential-complement	the banker knew the teachers swims	6
803	expected	402	402	smile	in-a-sentential-complement	the banker knew the teachers smile	6
804	unexpected	402	402	smile	in-a-sentential-complement	the banker knew the teachers smiles	6
805	expected	403	403	be	in-a-sentential-complement	the banker knew the teachers are tall	6
806	unexpected	403	403	be	in-a-sentential-complement	the banker knew the teachers is tall	6
807	expected	404	404	be	in-a-sentential-complement	the banker knew the teachers are old	6
808	unexpected	404	404	be	in-a-sentential-complement	the banker knew the teachers is old	6
809	expected	405	405	be	in-a-sentential-complement	the banker knew the teachers are young	6
810	unexpected	405	405	be	in-a-sentential-complement	the banker knew the teachers is young	6
811	expected	406	406	be	in-a-sentential-complement	the banker knew the teachers are short	6
812	unexpected	406	406	be	in-a-sentential-complement	the banker knew the teachers is short	6
813	expected	407	407	laugh	in-a-sentential-complement	the banker knew the senators laugh	6
814	unexpected	407	407	laugh	in-a-sentential-complement	the banker knew the senators laughs	6
815	expected	408	408	swim	in-a-sentential-complement	the banker knew the senators swim	6
816	unexpected	408	408	swim	in-a-sentential-complement	the banker knew the senators swims	6
817	expected	409	409	smile	in-a-sentential-complement	the banker knew the senators smile	6
818	unexpected	409	409	smile	in-a-sentential-complement	the banker knew the senators smiles	6
819	expected	410	410	be	in-a-sentential-complement	the banker knew the senators are tall	6
820	unexpected	410	410	be	in-a-sentential-complement	the banker knew the senators is tall	6
821	expected	411	411	be	in-a-sentential-complement	the banker knew the senators are old	6
822	unexpected	411	411	be	in-a-sentential-complement	the banker knew the senators is old	6
823	expected	412	412	be	in-a-sentential-complement	the banker knew the senators are young	6
824	unexpected	412	412	be	in-a-sentential-complement	the banker knew the senators is young	6
825	expected	413	413	be	in-a-sentential-complement	the banker knew the senators are short	6
826	unexpected	413	413	be	in-a-sentential-complement	the banker knew the senators is short	6
827	expected	414	414	laugh	in-a-sentential-complement	the banker knew the consultants laugh	6
828	unexpected	414	414	laugh	in-a-sentential-complement	the banker knew the consultants laughs	6
829	expected	415	415	swim	in-a-sentential-complement	the banker knew the consultants swim	6
830	unexpected	415	415	swim	in-a-sentential-complement	the banker knew the consultants swims	6
831	expected	416	416	smile	in-a-sentential-complement	the banker knew the consultants smile	6
832	unexpected	416	416	smile	in-a-sentential-complement	the banker knew the consultants smiles	6
833	expected	417	417	be	in-a-sentential-complement	the banker knew the consultants are tall	6
834	unexpected	417	417	be	in-a-sentential-complement	the banker knew the consultants is tall	6
835	expected	418	418	be	in-a-sentential-complement	the banker knew the consultants are old	6
836	unexpected	418	418	be	in-a-sentential-complement	the banker knew the consultants is old	6
837	expected	419	419	be	in-a-sentential-complement	the banker knew the consultants are young	6
838	unexpected	419	419	be	in-a-sentential-complement	the banker knew the consultants is young	6
839	expected	420	420	be	in-a-sentential-complement	the banker knew the consultants are short	6
840	unexpected	420	420	be	in-a-sentential-complement	the banker knew the consultants is short	6
841	expected	421	421	laugh	in-a-sentential-complement	the mechanics said the authors laugh	6
842	unexpected	421	421	laugh	in-a-sentential-complement	the mechanics said the authors laughs	6
843	expected	422	422	swim	in-a-sentential-complement	the mechanics said the authors swim	6
844	unexpected	422	422	swim	in-a-sentential-complement	the mechanics said the authors swims	6
845	expected	423	423	smile	in-a-sentential-complement	the mechanics said the authors smile	6
846	unexpected	423	423	smile	in-a-sentential-complement	the mechanics said the authors smiles	6
847	expected	424	424	be	in-a-sentential-complement	the mechanics said the authors are tall	6
848	unexpected	424	424	be	in-a-sentential-complement	the mechanics said the authors is tall	6
849	expected	425	425	be	in-a-sentential-complement	the mechanics said the authors are old	6
850	unexpected	425	425	be	in-a-sentential-complement	the mechanics said the authors is old	6
851	expected	426	426	be	in-a-sentential-complement	the mechanics said the authors are young	6
852	unexpected	426	426	be	in-a-sentential-complement	the mechanics said the authors is young	6
853	expected	427	427	be	in-a-sentential-complement	the mechanics said the authors are short	6
854	unexpected	427	427	be	in-a-sentential-complement	the mechanics said the authors is short	6
855	expected	428	428	laugh	in-a-sentential-complement	the mechanics said the pilots laugh	6
856	unexpected	428	428	laugh	in-a-sentential-complement	the mechanics said the pilots laughs	6
857	expected	429	429	swim	in-a-sentential-complement	the mechanics said the pilots swim	6
858	unexpected	429	429	swim	in-a-sentential-complement	the mechanics said the pilots swims	6
859	expected	430	430	smile	in-a-sentential-complement	the mechanics said the pilots smile	6
860	unexpected	430	430	smile	in-a-sentential-complement	the mechanics said the pilots smiles	6
861	expected	431	431	be	in-a-sentential-complement	the mechanics said the pilots are tall	6
862	unexpected	431	431	be	in-a-sentential-complement	the mechanics said the pilots is tall	6
863	expected	432	432	be	in-a-sentential-complement	the mechanics said the pilots are old	6
864	unexpected	432	432	be	in-a-sentential-complement	the mechanics said the pilots is old	6
865	expected	433	433	be	in-a-sentential-complement	the mechanics said the pilots are young	6
866	unexpected	433	433	be	in-a-sentential-complement	the mechanics said the pilots is young	6
867	expected	434	434	be	in-a-sentential-complement	the mechanics said the pilots are short	6
868	unexpected	434	434	be	in-a-sentential-complement	the mechanics said the pilots is short	6
869	expected	435	435	laugh	in-a-sentential-complement	the mechanics said the surgeons laugh	6
870	unexpected	435	435	laugh	in-a-sentential-complement	the mechanics said the surgeons laughs	6
871	expected	436	436	swim	in-a-sentential-complement	the mechanics said the surgeons swim	6
872	unexpected	436	436	swim	in-a-sentential-complement	the mechanics said the surgeons swims	6
873	expected	437	437	smile	in-a-sentential-complement	the mechanics said the surgeons smile	6
874	unexpected	437	437	smile	in-a-sentential-complement	the mechanics said the surgeons smiles	6
875	expected	438	438	be	in-a-sentential-complement	the mechanics said the surgeons are tall	6
876	unexpected	438	438	be	in-a-sentential-complement	the mechanics said the surgeons is tall	6
877	expected	439	439	be	in-a-sentential-complement	the mechanics said the surgeons are old	6
878	unexpected	439	439	be	in-a-sentential-complement	the mechanics said the surgeons is old	6
879	expected	440	440	be	in-a-sentential-complement	the mechanics said the surgeons are young	6
880	unexpected	440	440	be	in-a-sentential-complement	the mechanics said the surgeons is young	6
881	expected	441	441	be	in-a-sentential-complement	the mechanics said the surgeons are short	6
882	unexpected	441	441	be	in-a-sentential-complement	the mechanics said the surgeons is short	6
883	expected	442	442	laugh	in-a-sentential-complement	the mechanics said the farmers laugh	6
884	unexpected	442	442	laugh	in-a-sentential-complement	the mechanics said the farmers laughs	6
885	expected	443	443	swim	in-a-sentential-complement	the mechanics said the farmers swim	6
886	unexpected	443	443	swim	in-a-sentential-complement	the mechanics said the farmers swims	6
887	expected	444	444	smile	in-a-sentential-complement	the mechanics said the farmers smile	6
888	unexpected	444	444	smile	in-a-sentential-complement	the mechanics said the farmers smiles	6
889	expected	445	445	be	in-a-sentential-complement	the mechanics said the farmers are tall	6
890	unexpected	445	445	be	in-a-sentential-complement	the mechanics said the farmers is tall	6
891	expected	446	446	be	in-a-sentential-complement	the mechanics said the farmers are old	6
892	unexpected	446	446	be	in-a-sentential-complement	the mechanics said the farmers is old	6
893	expected	447	447	be	in-a-sentential-complement	the mechanics said the farmers are young	6
894	unexpected	447	447	be	in-a-sentential-complement	the mechanics said the farmers is young	6
895	expected	448	448	be	in-a-sentential-complement	the mechanics said the farmers are short	6
896	unexpected	448	448	be	in-a-sentential-complement	the mechanics said the farmers is short	6
897	expected	449	449	laugh	in-a-sentential-complement	the mechanics said the managers laugh	6
898	unexpected	449	449	laugh	in-a-sentential-complement	the mechanics said the managers laughs	6
899	expected	450	450	swim	in-a-sentential-complement	the mechanics said the managers swim	6
900	unexpected	450	450	swim	in-a-sentential-complement	the mechanics said the managers swims	6
901	expected	451	451	smile	in-a-sentential-complement	the mechanics said the managers smile	6
902	unexpected	451	451	smile	in-a-sentential-complement	the mechanics said the managers smiles	6
903	expected	452	452	be	in-a-sentential-complement	the mechanics said the managers are tall	6
904	unexpected	452	452	be	in-a-sentential-complement	the mechanics said the managers is tall	6
905	expected	453	453	be	in-a-sentential-complement	the mechanics said the managers are old	6
906	unexpected	453	453	be	in-a-sentential-complement	the mechanics said the managers is old	6
907	expected	454	454	be	in-a-sentential-complement	the mechanics said the managers are young	6
908	unexpected	454	454	be	in-a-sentential-complement	the mechanics said the managers is young	6
909	expected	455	455	be	in-a-sentential-complement	the mechanics said the managers are short	6
910	unexpected	455	455	be	in-a-sentential-complement	the mechanics said the managers is short	6
911	expected	456	456	laugh	in-a-sentential-complement	the mechanics said the customers laugh	6
912	unexpected	456	456	laugh	in-a-sentential-complement	the mechanics said the customers laughs	6
913	expected	457	457	swim	in-a-sentential-complement	the mechanics said the customers swim	6
914	unexpected	457	457	swim	in-a-sentential-complement	the mechanics said the customers swims	6
915	expected	458	458	smile	in-a-sentential-complement	the mechanics said the customers smile	6
916	unexpected	458	458	smile	in-a-sentential-complement	the mechanics said the customers smiles	6
917	expected	459	459	be	in-a-sentential-complement	the mechanics said the customers are tall	6
918	unexpected	459	459	be	in-a-sentential-complement	the mechanics said the customers is tall	6
919	expected	460	460	be	in-a-sentential-complement	the mechanics said the customers are old	6
920	unexpected	460	460	be	in-a-sentential-complement	the mechanics said the customers is old	6
921	expected	461	461	be	in-a-sentential-complement	the mechanics said the customers are young	6
922	unexpected	461	461	be	in-a-sentential-complement	the mechanics said the customers is young	6
923	expected	462	462	be	in-a-sentential-complement	the mechanics said the customers are short	6
924	unexpected	462	462	be	in-a-sentential-complement	the mechanics said the customers is short	6
925	expected	463	463	laugh	in-a-sentential-complement	the mechanics said the officers laugh	6
926	unexpected	463	463	laugh	in-a-sentential-complement	the mechanics said the officers laughs	6
927	expected	464	464	swim	in-a-sentential-complement	the mechanics said the officers swim	6
928	unexpected	464	464	swim	in-a-sentential-complement	the mechanics said the officers swims	6
929	expected	465	465	smile	in-a-sentential-complement	the mechanics said the officers smile	6
930	unexpected	465	465	smile	in-a-sentential-complement	the mechanics said the officers smiles	6
931	expected	466	466	be	in-a-sentential-complement	the mechanics said the officers are tall	6
932	unexpected	466	466	be	in-a-sentential-complement	the mechanics said the officers is tall	6
933	expected	467	467	be	in-a-sentential-complement	the mechanics said the officers are old	6
934	unexpected	467	467	be	in-a-sentential-complement	the mechanics said the officers is old	6
935	expected	468	468	be	in-a-sentential-complement	the mechanics said the officers are young	6
936	unexpected	468	468	be	in-a-sentential-complement	the mechanics said the officers is young	6
937	expected	469	469	be	in-a-sentential-complement	the mechanics said the officers are short	6
938	unexpected	469	469	be	in-a-sentential-complement	the mechanics said the officers is short	6
939	expected	470	470	laugh	in-a-sentential-complement	the mechanics said the teachers laugh	6
940	unexpected	470	470	laugh	in-a-sentential-complement	the mechanics said the teachers laughs	6
941	expected	471	471	swim	in-a-sentential-complement	the mechanics said the teachers swim	6
942	unexpected	471	471	swim	in-a-sentential-complement	the mechanics said the teachers swims	6
943	expected	472	472	smile	in-a-sentential-complement	the mechanics said the teachers smile	6
944	unexpected	472	472	smile	in-a-sentential-complement	the mechanics said the teachers smiles	6
945	expected	473	473	be	in-a-sentential-complement	the mechanics said the teachers are tall	6
946	unexpected	473	473	be	in-a-sentential-complement	the mechanics said the teachers is tall	6
947	expected	474	474	be	in-a-sentential-complement	the mechanics said the teachers are old	6
948	unexpected	474	474	be	in-a-sentential-complement	the mechanics said the teachers is old	6
949	expected	475	475	be	in-a-sentential-complement	the mechanics said the teachers are young	6
950	unexpected	475	475	be	in-a-sentential-complement	the mechanics said the teachers is young	6
951	expected	476	476	be	in-a-sentential-complement	the mechanics said the teachers are short	6
952	unexpected	476	476	be	in-a-sentential-complement	the mechanics said the teachers is short	6
953	expected	477	477	laugh	in-a-sentential-complement	the mechanics said the senators laugh	6
954	unexpected	477	477	laugh	in-a-sentential-complement	the mechanics said the senators laughs	6
955	expected	478	478	swim	in-a-sentential-complement	the mechanics said the senators swim	6
956	unexpected	478	478	swim	in-a-sentential-complement	the mechanics said the senators swims	6
957	expected	479	479	smile	in-a-sentential-complement	the mechanics said the senators smile	6
958	unexpected	479	479	smile	in-a-sentential-complement	the mechanics said the senators smiles	6
959	expected	480	480	be	in-a-sentential-complement	the mechanics said the senators are tall	6
960	unexpected	480	480	be	in-a-sentential-complement	the mechanics said the senators is tall	6
961	expected	481	481	be	in-a-sentential-complement	the mechanics said the senators are old	6
962	unexpected	481	481	be	in-a-sentential-complement	the mechanics said the senators is old	6
963	expected	482	482	be	in-a-sentential-complement	the mechanics said the senators are young	6
964	unexpected	482	482	be	in-a-sentential-complement	the mechanics said the senators is young	6
965	expected	483	483	be	in-a-sentential-complement	the mechanics said the senators are short	6
966	unexpected	483	483	be	in-a-sentential-complement	the mechanics said the senators is short	6
967	expected	484	484	laugh	in-a-sentential-complement	the mechanics said the consultants laugh	6
968	unexpected	484	484	laugh	in-a-sentential-complement	the mechanics said the consultants laughs	6
969	expected	485	485	swim	in-a-sentential-complement	the mechanics said the consultants swim	6
970	unexpected	485	485	swim	in-a-sentential-complement	the mechanics said the consultants swims	6
971	expected	486	486	smile	in-a-sentential-complement	the mechanics said the consultants smile	6
972	unexpected	486	486	smile	in-a-sentential-complement	the mechanics said the consultants smiles	6
973	expected	487	487	be	in-a-sentential-complement	the mechanics said the consultants are tall	6
974	unexpected	487	487	be	in-a-sentential-complement	the mechanics said the consultants is tall	6
975	expected	488	488	be	in-a-sentential-complement	the mechanics said the consultants are old	6
976	unexpected	488	488	be	in-a-sentential-complement	the mechanics said the consultants is old	6
977	expected	489	489	be	in-a-sentential-complement	the mechanics said the consultants are young	6
978	unexpected	489	489	be	in-a-sentential-complement	the mechanics said the consultants is young	6
979	expected	490	490	be	in-a-sentential-complement	the mechanics said the consultants are short	6
980	unexpected	490	490	be	in-a-sentential-complement	the mechanics said the consultants is short	6
981	expected	491	491	laugh	in-a-sentential-complement	the mechanics thought the authors laugh	6
982	unexpected	491	491	laugh	in-a-sentential-complement	the mechanics thought the authors laughs	6
983	expected	492	492	swim	in-a-sentential-complement	the mechanics thought the authors swim	6
984	unexpected	492	492	swim	in-a-sentential-complement	the mechanics thought the authors swims	6
985	expected	493	493	smile	in-a-sentential-complement	the mechanics thought the authors smile	6
986	unexpected	493	493	smile	in-a-sentential-complement	the mechanics thought the authors smiles	6
987	expected	494	494	be	in-a-sentential-complement	the mechanics thought the authors are tall	6
988	unexpected	494	494	be	in-a-sentential-complement	the mechanics thought the authors is tall	6
989	expected	495	495	be	in-a-sentential-complement	the mechanics thought the authors are old	6
990	unexpected	495	495	be	in-a-sentential-complement	the mechanics thought the authors is old	6
991	expected	496	496	be	in-a-sentential-complement	the mechanics thought the authors are young	6
992	unexpected	496	496	be	in-a-sentential-complement	the mechanics thought the authors is young	6
993	expected	497	497	be	in-a-sentential-complement	the mechanics thought the authors are short	6
994	unexpected	497	497	be	in-a-sentential-complement	the mechanics thought the authors is short	6
995	expected	498	498	laugh	in-a-sentential-complement	the mechanics thought the pilots laugh	6
996	unexpected	498	498	laugh	in-a-sentential-complement	the mechanics thought the pilots laughs	6
997	expected	499	499	swim	in-a-sentential-complement	the mechanics thought the pilots swim	6
998	unexpected	499	499	swim	in-a-sentential-complement	the mechanics thought the pilots swims	6
999	expected	500	500	smile	in-a-sentential-complement	the mechanics thought the pilots smile	6
1000	unexpected	500	500	smile	in-a-sentential-complement	the mechanics thought the pilots smiles	6
1001	expected	501	501	be	in-a-sentential-complement	the mechanics thought the pilots are tall	6
1002	unexpected	501	501	be	in-a-sentential-complement	the mechanics thought the pilots is tall	6
1003	expected	502	502	be	in-a-sentential-complement	the mechanics thought the pilots are old	6
1004	unexpected	502	502	be	in-a-sentential-complement	the mechanics thought the pilots is old	6
1005	expected	503	503	be	in-a-sentential-complement	the mechanics thought the pilots are young	6
1006	unexpected	503	503	be	in-a-sentential-complement	the mechanics thought the pilots is young	6
1007	expected	504	504	be	in-a-sentential-complement	the mechanics thought the pilots are short	6
1008	unexpected	504	504	be	in-a-sentential-complement	the mechanics thought the pilots is short	6
1009	expected	505	505	laugh	in-a-sentential-complement	the mechanics thought the surgeons laugh	6
1010	unexpected	505	505	laugh	in-a-sentential-complement	the mechanics thought the surgeons laughs	6
1011	expected	506	506	swim	in-a-sentential-complement	the mechanics thought the surgeons swim	6
1012	unexpected	506	506	swim	in-a-sentential-complement	the mechanics thought the surgeons swims	6
1013	expected	507	507	smile	in-a-sentential-complement	the mechanics thought the surgeons smile	6
1014	unexpected	507	507	smile	in-a-sentential-complement	the mechanics thought the surgeons smiles	6
1015	expected	508	508	be	in-a-sentential-complement	the mechanics thought the surgeons are tall	6
1016	unexpected	508	508	be	in-a-sentential-complement	the mechanics thought the surgeons is tall	6
1017	expected	509	509	be	in-a-sentential-complement	the mechanics thought the surgeons are old	6
1018	unexpected	509	509	be	in-a-sentential-complement	the mechanics thought the surgeons is old	6
1019	expected	510	510	be	in-a-sentential-complement	the mechanics thought the surgeons are young	6
1020	unexpected	510	510	be	in-a-sentential-complement	the mechanics thought the surgeons is young	6
1021	expected	511	511	be	in-a-sentential-complement	the mechanics thought the surgeons are short	6
1022	unexpected	511	511	be	in-a-sentential-complement	the mechanics thought the surgeons is short	6
1023	expected	512	512	laugh	in-a-sentential-complement	the mechanics thought the farmers laugh	6
1024	unexpected	512	512	laugh	in-a-sentential-complement	the mechanics thought the farmers laughs	6
1025	expected	513	513	swim	in-a-sentential-complement	the mechanics thought the farmers swim	6
1026	unexpected	513	513	swim	in-a-sentential-complement	the mechanics thought the farmers swims	6
1027	expected	514	514	smile	in-a-sentential-complement	the mechanics thought the farmers smile	6
1028	unexpected	514	514	smile	in-a-sentential-complement	the mechanics thought the farmers smiles	6
1029	expected	515	515	be	in-a-sentential-complement	the mechanics thought the farmers are tall	6
1030	unexpected	515	515	be	in-a-sentential-complement	the mechanics thought the farmers is tall	6
1031	expected	516	516	be	in-a-sentential-complement	the mechanics thought the farmers are old	6
1032	unexpected	516	516	be	in-a-sentential-complement	the mechanics thought the farmers is old	6
1033	expected	517	517	be	in-a-sentential-complement	the mechanics thought the farmers are young	6
1034	unexpected	517	517	be	in-a-sentential-complement	the mechanics thought the farmers is young	6
1035	expected	518	518	be	in-a-sentential-complement	the mechanics thought the farmers are short	6
1036	unexpected	518	518	be	in-a-sentential-complement	the mechanics thought the farmers is short	6
1037	expected	519	519	laugh	in-a-sentential-complement	the mechanics thought the managers laugh	6
1038	unexpected	519	519	laugh	in-a-sentential-complement	the mechanics thought the managers laughs	6
1039	expected	520	520	swim	in-a-sentential-complement	the mechanics thought the managers swim	6
1040	unexpected	520	520	swim	in-a-sentential-complement	the mechanics thought the managers swims	6
1041	expected	521	521	smile	in-a-sentential-complement	the mechanics thought the managers smile	6
1042	unexpected	521	521	smile	in-a-sentential-complement	the mechanics thought the managers smiles	6
1043	expected	522	522	be	in-a-sentential-complement	the mechanics thought the managers are tall	6
1044	unexpected	522	522	be	in-a-sentential-complement	the mechanics thought the managers is tall	6
1045	expected	523	523	be	in-a-sentential-complement	the mechanics thought the managers are old	6
1046	unexpected	523	523	be	in-a-sentential-complement	the mechanics thought the managers is old	6
1047	expected	524	524	be	in-a-sentential-complement	the mechanics thought the managers are young	6
1048	unexpected	524	524	be	in-a-sentential-complement	the mechanics thought the managers is young	6
1049	expected	525	525	be	in-a-sentential-complement	the mechanics thought the managers are short	6
1050	unexpected	525	525	be	in-a-sentential-complement	the mechanics thought the managers is short	6
1051	expected	526	526	laugh	in-a-sentential-complement	the mechanics thought the customers laugh	6
1052	unexpected	526	526	laugh	in-a-sentential-complement	the mechanics thought the customers laughs	6
1053	expected	527	527	swim	in-a-sentential-complement	the mechanics thought the customers swim	6
1054	unexpected	527	527	swim	in-a-sentential-complement	the mechanics thought the customers swims	6
1055	expected	528	528	smile	in-a-sentential-complement	the mechanics thought the customers smile	6
1056	unexpected	528	528	smile	in-a-sentential-complement	the mechanics thought the customers smiles	6
1057	expected	529	529	be	in-a-sentential-complement	the mechanics thought the customers are tall	6
1058	unexpected	529	529	be	in-a-sentential-complement	the mechanics thought the customers is tall	6
1059	expected	530	530	be	in-a-sentential-complement	the mechanics thought the customers are old	6
1060	unexpected	530	530	be	in-a-sentential-complement	the mechanics thought the customers is old	6
1061	expected	531	531	be	in-a-sentential-complement	the mechanics thought the customers are young	6
1062	unexpected	531	531	be	in-a-sentential-complement	the mechanics thought the customers is young	6
1063	expected	532	532	be	in-a-sentential-complement	the mechanics thought the customers are short	6
1064	unexpected	532	532	be	in-a-sentential-complement	the mechanics thought the customers is short	6
1065	expected	533	533	laugh	in-a-sentential-complement	the mechanics thought the officers laugh	6
1066	unexpected	533	533	laugh	in-a-sentential-complement	the mechanics thought the officers laughs	6
1067	expected	534	534	swim	in-a-sentential-complement	the mechanics thought the officers swim	6
1068	unexpected	534	534	swim	in-a-sentential-complement	the mechanics thought the officers swims	6
1069	expected	535	535	smile	in-a-sentential-complement	the mechanics thought the officers smile	6
1070	unexpected	535	535	smile	in-a-sentential-complement	the mechanics thought the officers smiles	6
1071	expected	536	536	be	in-a-sentential-complement	the mechanics thought the officers are tall	6
1072	unexpected	536	536	be	in-a-sentential-complement	the mechanics thought the officers is tall	6
1073	expected	537	537	be	in-a-sentential-complement	the mechanics thought the officers are old	6
1074	unexpected	537	537	be	in-a-sentential-complement	the mechanics thought the officers is old	6
1075	expected	538	538	be	in-a-sentential-complement	the mechanics thought the officers are young	6
1076	unexpected	538	538	be	in-a-sentential-complement	the mechanics thought the officers is young	6
1077	expected	539	539	be	in-a-sentential-complement	the mechanics thought the officers are short	6
1078	unexpected	539	539	be	in-a-sentential-complement	the mechanics thought the officers is short	6
1079	expected	540	540	laugh	in-a-sentential-complement	the mechanics thought the teachers laugh	6
1080	unexpected	540	540	laugh	in-a-sentential-complement	the mechanics thought the teachers laughs	6
1081	expected	541	541	swim	in-a-sentential-complement	the mechanics thought the teachers swim	6
1082	unexpected	541	541	swim	in-a-sentential-complement	the mechanics thought the teachers swims	6
1083	expected	542	542	smile	in-a-sentential-complement	the mechanics thought the teachers smile	6
1084	unexpected	542	542	smile	in-a-sentential-complement	the mechanics thought the teachers smiles	6
1085	expected	543	543	be	in-a-sentential-complement	the mechanics thought the teachers are tall	6
1086	unexpected	543	543	be	in-a-sentential-complement	the mechanics thought the teachers is tall	6
1087	expected	544	544	be	in-a-sentential-complement	the mechanics thought the teachers are old	6
1088	unexpected	544	544	be	in-a-sentential-complement	the mechanics thought the teachers is old	6
1089	expected	545	545	be	in-a-sentential-complement	the mechanics thought the teachers are young	6
1090	unexpected	545	545	be	in-a-sentential-complement	the mechanics thought the teachers is young	6
1091	expected	546	546	be	in-a-sentential-complement	the mechanics thought the teachers are short	6
1092	unexpected	546	546	be	in-a-sentential-complement	the mechanics thought the teachers is short	6
1093	expected	547	547	laugh	in-a-sentential-complement	the mechanics thought the senators laugh	6
1094	unexpected	547	547	laugh	in-a-sentential-complement	the mechanics thought the senators laughs	6
1095	expected	548	548	swim	in-a-sentential-complement	the mechanics thought the senators swim	6
1096	unexpected	548	548	swim	in-a-sentential-complement	the mechanics thought the senators swims	6
1097	expected	549	549	smile	in-a-sentential-complement	the mechanics thought the senators smile	6
1098	unexpected	549	549	smile	in-a-sentential-complement	the mechanics thought the senators smiles	6
1099	expected	550	550	be	in-a-sentential-complement	the mechanics thought the senators are tall	6
1100	unexpected	550	550	be	in-a-sentential-complement	the mechanics thought the senators is tall	6
1101	expected	551	551	be	in-a-sentential-complement	the mechanics thought the senators are old	6
1102	unexpected	551	551	be	in-a-sentential-complement	the mechanics thought the senators is old	6
1103	expected	552	552	be	in-a-sentential-complement	the mechanics thought the senators are young	6
1104	unexpected	552	552	be	in-a-sentential-complement	the mechanics thought the senators is young	6
1105	expected	553	553	be	in-a-sentential-complement	the mechanics thought the senators are short	6
1106	unexpected	553	553	be	in-a-sentential-complement	the mechanics thought the senators is short	6
1107	expected	554	554	laugh	in-a-sentential-complement	the mechanics thought the consultants laugh	6
1108	unexpected	554	554	laugh	in-a-sentential-complement	the mechanics thought the consultants laughs	6
1109	expected	555	555	swim	in-a-sentential-complement	the mechanics thought the consultants swim	6
1110	unexpected	555	555	swim	in-a-sentential-complement	the mechanics thought the consultants swims	6
1111	expected	556	556	smile	in-a-sentential-complement	the mechanics thought the consultants smile	6
1112	unexpected	556	556	smile	in-a-sentential-complement	the mechanics thought the consultants smiles	6
1113	expected	557	557	be	in-a-sentential-complement	the mechanics thought the consultants are tall	6
1114	unexpected	557	557	be	in-a-sentential-complement	the mechanics thought the consultants is tall	6
1115	expected	558	558	be	in-a-sentential-complement	the mechanics thought the consultants are old	6
1116	unexpected	558	558	be	in-a-sentential-complement	the mechanics thought the consultants is old	6
1117	expected	559	559	be	in-a-sentential-complement	the mechanics thought the consultants are young	6
1118	unexpected	559	559	be	in-a-sentential-complement	the mechanics thought the consultants is young	6
1119	expected	560	560	be	in-a-sentential-complement	the mechanics thought the consultants are short	6
1120	unexpected	560	560	be	in-a-sentential-complement	the mechanics thought the consultants is short	6
1121	expected	561	561	laugh	in-a-sentential-complement	the mechanics knew the authors laugh	6
1122	unexpected	561	561	laugh	in-a-sentential-complement	the mechanics knew the authors laughs	6
